tournament,date,venue,club,group,round,cycle,court,point_cap,pair_a,pair_a_p1,pair_a_p2,pair_b,pair_b_p1,pair_b_p2,score_a,score_b
T19,2026-09-05,Tallink,Aliris,,3,1,C6,18,T19-09,P037,P087,T19-02,P091,P009,12,18
T19,2026-09-05,Tallink,Aliris,,3,1,C7,18,T19-11,P006,P012,T19-04,P041,P010,9,18
T19,2026-09-05,Tallink,Aliris,,3,1,C8,18,T19-13,P058,P013,T19-14,P008,P055,18,14
T19,2026-09-05,Tallink,Aliris,,4,1,C2,18,T19-01,P001,P035,T19-08,P005,P040,18,10
T19,2026-09-05,Tallink,Aliris,,4,1,C3,18,T19-03,P002,P018,T19-14,P008,P055,18,10
T19,2026-09-05,Tallink,Aliris,,4,1,C4,18,T19-05,P023,P059,T19-13,P058,P013,18,8
T19,2026-09-05,Tallink,Aliris,,4,1,C5,18,T19-07,P011,P057,T19-02,P091,P009,12,18
T19,2026-09-05,Tallink,Aliris,,4,1,C6,18,T19-09,P037,P087,T19-04,P041,P010,9,18
T19,2026-09-05,Tallink,Aliris,,4,1,C7,18,T19-11,P006,P012,T19-10,P099,P054,12,18
T19,2026-09-05,Tallink,Aliris,,4,1,C8,18,T19-06,P039,P038,T19-12,P004,P063,18,8
T19,2026-09-05,Tallink,Aliris,,5,1,C2,18,T19-01,P001,P035,T19-10,P099,P054,18,6
T19,2026-09-05,Tallink,Aliris,,5,1,C3,18,T19-03,P002,P018,T19-12,P004,P063,18,8
T19,2026-09-05,Tallink,Aliris,,5,1,C4,18,T19-05,P023,P059,T19-02,P091,P009,10,18
T19,2026-09-05,Tallink,Aliris,,5,1,C5,18,T19-07,P011,P057,T19-04,P041,P010,10,18
T19,2026-09-05,Tallink,Aliris,,5,1,C6,18,T19-09,P037,P087,T19-06,P039,P038,13,18
T19,2026-09-05,Tallink,Aliris,,5,1,C7,18,T19-11,P006,P012,T19-14,P008,P055,18,11
T19,2026-09-05,Tallink,Aliris,,5,1,C8,18,T19-08,P005,P040,T19-13,P058,P013,18,8
T19,2026-09-05,Tallink,Aliris,,6,1,C2,18,T19-01,P001,P035,T19-12,P004,P063,18,6
T19,2026-09-05,Tallink,Aliris,,6,1,C3,18,T19-03,P002,P018,T19-02,P091,P009,10,18
T19,2026-09-05,Tallink,Aliris,,6,1,C4,18,T19-05,P023,P059,T19-04,P041,P010,18,12
T19,2026-09-05,Tallink,Aliris,,6,1,C5,18,T19-07,P011,P057,T19-06,P039,P038,10,18
T19,2026-09-05,Tallink,Aliris,,6,1,C6,18,T19-09,P037,P087,T19-08,P005,P040,18,17
T19,2026-09-05,Tallink,Aliris,,6,1,C7,18,T19-11,P006,P012,T19-13,P058,P013,15,18
T19,2026-09-05,Tallink,Aliris,,6,1,C8,18,T19-10,P099,P054,T19-14,P008,P055,18,17
T19,2026-09-05,Tallink,Aliris,,7,1,C2,18,T19-01,P001,P035,T19-03,P002,P018,18,15
T19,2026-09-05,Tallink,Aliris,,7,1,C3,18,T19-02,P091,P009,T19-04,P041,P010,18,9
T19,2026-09-05,Tallink,Aliris,,7,1,C4,18,T19-05,P023,P059,T19-07,P011,P057,18,17
T19,2026-09-05,Tallink,Aliris,,7,1,C5,18,T19-06,P039,P038,T19-08,P005,P040,18,15
T19,2026-09-05,Tallink,Aliris,,7,1,C6,18,T19-09,P037,P087,T19-11,P006,P012,18,16
T19,2026-09-05,Tallink,Aliris,,7,1,C7,18,T19-10,P099,P054,T19-13,P058,P013,18,12
T19,2026-09-05,Tallink,Aliris,,7,1,C8,18,T19-12,P004,P063,T19-14,P008,P055,17,18
T19,2026-09-05,Tallink,Aliris,,8,1,C2,18,T19-01,P001,P035,T19-05,P023,P059,18,17
T19,2026-09-05,Tallink,Aliris,,8,1,C3,18,T19-02,P091,P009,T19-06,P039,P038,16,18
T19,2026-09-05,Tallink,Aliris,,8,1,C4,18,T19-03,P002,P018,T19-09,P037,P087,18,10
T19,2026-09-05,Tallink,Aliris,,8,1,C5,18,T19-04,P041,P010,T19-10,P099,P054,18,9
T19,2026-09-05,Tallink,Aliris,,8,1,C6,18,T19-07,P011,P057,T19-11,P006,P012,18,11
T19,2026-09-05,Tallink,Aliris,,8,1,C7,18,T19-08,P005,P040,T19-14,P008,P055,18,11
T19,2026-09-05,Tallink,Aliris,,8,1,C8,18,T19-12,P004,P063,T19-13,P058,P013,18,16
T19,2026-09-05,Tallink,Aliris,,9,1,C2,18,T19-01,P001,P035,T19-07,P011,P057,18,11
T19,2026-09-05,Tallink,Aliris,,9,1,C3,18,T19-02,P091,P009,T19-08,P005,P040,18,11
T19,2026-09-05,Tallink,Aliris,,9,1,C4,18,T19-03,P002,P018,T19-11,P006,P012,17,18
T19,2026-09-05,Tallink,Aliris,,9,1,C5,18,T19-04,P041,P010,T19-13,P058,P013,18,8
T19,2026-09-05,Tallink,Aliris,,9,1,C6,18,T19-05,P023,P059,T19-09,P037,P087,18,14
T19,2026-09-05,Tallink,Aliris,,9,1,C7,18,T19-06,P039,P038,T19-14,P008,P055,18,10
T19,2026-09-05,Tallink,Aliris,,9,1,C8,18,T19-10,P099,P054,T19-12,P004,P063,8,18
T19,2026-09-05,Tallink,Aliris,,10,1,C2,18,T19-01,P001,P035,T19-09,P037,P087,18,12
T19,2026-09-05,Tallink,Aliris,,10,1,C3,18,T19-02,P091,P009,T19-10,P099,P054,18,13
T19,2026-09-05,Tallink,Aliris,,10,1,C4,18,T19-03,P002,P018,T19-07,P011,P057,10,18
T19,2026-09-05,Tallink,Aliris,,10,1,C5,18,T19-04,P041,P010,T19-08,P005,P040,18,16
T19,2026-09-05,Tallink,Aliris,,10,1,C6,18,T19-06,P039,P038,T19-13,P058,P013,18,12
T19,2026-09-05,Tallink,Aliris,,10,1,C7,18,T19-05,P023,P059,T19-11,P006,P012,17,8
T19,2026-09-05,Tallink,Aliris,,10,1,C8,18,T19-12,P004,P063,T19-14,P008,P055,18,7
T19,2026-09-05,Tallink,Aliris,,11,1,C2,18,T19-01,P001,P035,T19-11,P006,P012,18,17
T19,2026-09-05,Tallink,Aliris,,11,1,C3,18,T19-02,P091,P009,T19-12,P004,P063,18,7
T19,2026-09-05,Tallink,Aliris,,11,1,C4,18,T19-03,P002,P018,T19-05,P023,P059,16,18
T19,2026-09-05,Tallink,Aliris,,11,1,C5,18,T19-04,P041,P010,T19-06,P039,P038,17,18
T19,2026-09-05,Tallink,Aliris,,11,1,C6,18,T19-07,P011,P057,T19-14,P008,P055,18,8
T19,2026-09-05,Tallink,Aliris,,11,1,C7,18,T19-08,P005,P040,T19-10,P099,P054,16,18
T19,2026-09-05,Tallink,Aliris,,11,1,C8,18,T19-09,P037,P087,T19-13,P058,P013,18,12
